Claim_ID,Policy_ID,Claim_Date,Incident_Date,Claim_Type,Claim_Channel,Claim_Amount,Estimated_Loss,Claim_Status,Claim_Priority,Documents_Submitted,Surveyor_Assigned,Fraud_Flag,Fraud_Score,Settlement_Amount,Settlement_Days,Approval_Date,Rejection_Reason,Hospital_Garage_Name,Incident_City,Incident_State
CL00165,P0612,2025-01-01,2024-12-20,Theft,Online,280000,252000, approved ,High,Yes,Yes,Yes,66,,36,2025-01-10,,City Garage,Hyderabad,TS
CL00166,P0492,2025-01-01,2024-12-20,Fire,Online,89663,80696,Approved,Low,Yes,Yes,No,11,89663,37,2025-01-10,,City Garage,Hyderabad,TS
CL00167,P0853,2025-01-01,2024-12-20,Fire,Online,139551,125595,Approved,Low,Yes,Yes,Yes,91,139551,34,2025-01-10,,City Garage,Hyderabad,TS
CL00168,P0900,2025-01-01,2024-12-20,Accident,Online,446488,401839, approved ,Medium,Yes,Yes,Yes,68,,32,2025-01-10,,Apollo,Hyderabad,TS
CL00169,P0112,2025-01-01,2024-12-20,Fire,Online,364275,327847, approved ,Medium,Yes,Yes,No,80,,31,2025-01-10,,Apollo,Hyderabad,TS
CL00170,P0633,2025-01-01,2024-12-20,Theft,Online,291162,262045,Pending,Low,Yes,Yes,No,31,,5,2025-01-10,,Apollo,Hyderabad,TS
CL00171,P0817,2025-01-01,2024-12-20,Medical,Online,444717,400245,Pending,High,Yes,Yes,No,50,,34,2025-01-10,,Apollo,Hyderabad,TS
CL00172,P0907,2025-01-01,2024-12-20,Theft,Online,301901,271710,Rejected,Low,Yes,Yes,No,69,,12,2025-01-10,,Apollo,Hyderabad,TS
CL00173,P0735,2025-01-01,2024-12-20,Medical,Online,368902,332011,Pending,Low,Yes,Yes,No,69,,46,2025-01-10,,City Garage,Hyderabad,TS
CL00174,P0619,2025-01-01,2024-12-20,Accident,Online,499726,449753,Pending,High,Yes,Yes,No,25,,25,2025-01-10,,City Garage,Hyderabad,TS
CL00175,P0623,2025-01-01,2024-12-20,Medical,Online,10010,9009,Pending,Low,Yes,Yes,Yes,63,,54,2025-01-10,,Apollo,Hyderabad,TS
CL00176,P0932,2025-01-01,2024-12-20,Fire,Online,110232,99208,Approved,Medium,Yes,Yes,No,58,110232,31,2025-01-10,,City Garage,Hyderabad,TS
CL00177,P0151,2025-01-01,2024-12-20,Fire,Online,85809,77228, approved ,Medium,Yes,Yes,No,24,,38,2025-01-10,,Apollo,Hyderabad,TS
CL00178,P0120,2025-01-01,2024-12-20,Fire,Online,209241,188316, approved ,High,Yes,Yes,Yes,59,,10,2025-01-10,,Apollo,Hyderabad,TS
CL00179,P0373,2025-01-01,2024-12-20,Fire,Online,499198,449278,Pending,High,Yes,Yes,Yes,90,,48,2025-01-10,,City Garage,Hyderabad,TS
CL00180,P0099,2025-01-01,2024-12-20,Theft,Online,24408,21967,Approved,High,Yes,Yes,No,65,24408,17,2025-01-10,,Apollo,Hyderabad,TS
CL00181,P0091,2025-01-01,2024-12-20,Accident,Online,272776,245498, approved ,Medium,Yes,Yes,No,34,,28,2025-01-10,,Apollo,Hyderabad,TS
CL00182,P0448,2025-01-01,2024-12-20,Medical,Online,216977,195279,Pending,Medium,Yes,Yes,Yes,14,,48,2025-01-10,,City Garage,Hyderabad,TS
CL00183,P0328,2025-01-01,2024-12-20,Medical,Online,151293,136163, approved ,Low,Yes,Yes,Yes,59,,5,2025-01-10,,City Garage,Hyderabad,TS
CL00184,P0871,2025-01-01,2024-12-20,Theft,Online,291377,262239,Approved,Medium,Yes,Yes,No,60,291377,28,2025-01-10,,Apollo,Hyderabad,TS
CL00185,P0906,2025-01-01,2024-12-20,Accident,Online,212805,191524,Pending,High,Yes,Yes,Yes,65,,54,2025-01-10,,Apollo,Hyderabad,TS
CL00186,P0861,2025-01-01,2024-12-20,Medical,Online,437766,393989,Pending,Medium,Yes,Yes,No,81,,55,2025-01-10,,City Garage,Hyderabad,TS
CL00187,P0493,2025-01-01,2024-12-20,Accident,Online,151223,136100,Rejected,Medium,Yes,Yes,No,94,,2,2025-01-10,,City Garage,Hyderabad,TS
CL00188,P0823,2025-01-01,2024-12-20,Fire,Online,206945,186250,Approved,Medium,Yes,Yes,Yes,64,206945,7,2025-01-10,,City Garage,Hyderabad,TS
CL00189,P0981,2025-01-01,2024-12-20,Theft,Online,319243,287318, approved ,Low,Yes,Yes,No,85,,49,2025-01-10,,City Garage,Hyderabad,TS
CL00190,P0832,2025-01-01,2024-12-20,Medical,Online,414595,373135,Pending,Medium,Yes,Yes,No,68,,19,2025-01-10,,City Garage,Hyderabad,TS
CL00191,P0602,2025-01-01,2024-12-20,Fire,Online,484722,436249,Approved,High,Yes,Yes,No,58,484722,34,2025-01-10,,Apollo,Hyderabad,TS
CL00192,P0427,2025-01-01,2024-12-20,Medical,Online,117368,105631,Approved,High,Yes,Yes,No,46,117368,52,2025-01-10,,City Garage,Hyderabad,TS
CL00193,P0890,2025-01-01,2024-12-20,Fire,Online,173430,156087,Pending,Low,Yes,Yes,No,62,,11,2025-01-10,,Apollo,Hyderabad,TS
CL00194,P0574,2025-01-01,2024-12-20,Accident,Online,384397,345957,Approved,Medium,Yes,Yes,Yes,42,384397,37,2025-01-10,,Apollo,Hyderabad,TS
CL00195,P0670,2025-01-01,2024-12-20,Theft,Online,11563,10406,Rejected,Low,Yes,Yes,No,50,,32,2025-01-10,,Apollo,Hyderabad,TS
CL00196,P0278,2025-01-01,2024-12-20,Fire,Online,69957,62961,Approved,Medium,Yes,Yes,No,33,69957,33,2025-01-10,,Apollo,Hyderabad,TS
CL00197,P0482,2025-01-01,2024-12-20,Medical,Online,395509,355958,Pending,Low,Yes,Yes,Yes,94,,48,2025-01-10,,City Garage,Hyderabad,TS
CL00198,P0200,2025-01-01,2024-12-20,Medical,Online,268369,241532,Rejected,High,Yes,Yes,Yes,3,,48,2025-01-10,,Apollo,Hyderabad,TS
CL00199,P0466,2025-01-01,2024-12-20,Theft,Online,252626,227363,Pending,Medium,Yes,Yes,Yes,63,,51,2025-01-10,,Apollo,Hyderabad,TS
CL00200,P0006,2025-01-01,2024-12-20,Theft,Online,138770,124893,Pending,Low,Yes,Yes,Yes,31,,45,2025-01-10,,Apollo,Hyderabad,TS
CL00201,P0162,2025-01-01,2024-12-20,Medical,Online,445099,400589,Approved,High,Yes,Yes,Yes,45,445099,28,2025-01-10,,City Garage,Hyderabad,TS
CL00202,P0092,2025-01-01,2024-12-20,Theft,Online,37833,34049, approved ,Low,Yes,Yes,No,97,,55,2025-01-10,,City Garage,Hyderabad,TS
CL00203,P0714,2025-01-01,2024-12-20,Fire,Online,215944,194349,Approved,Low,Yes,Yes,Yes,6,215944,47,2025-01-10,,Apollo,Hyderabad,TS
CL00204,P0640,2025-01-01,2024-12-20,Fire,Online,330836,297752,Approved,Medium,Yes,Yes,Yes,52,330836,36,2025-01-10,,City Garage,Hyderabad,TS
CL00205,P0563,2025-01-01,2024-12-20,Theft,Online,346464,311817,Rejected,Medium,Yes,Yes,No,14,,40,2025-01-10,,City Garage,Hyderabad,TS
CL00206,P0140,2025-01-01,2024-12-20,Fire,Online,113228,101905,Rejected,High,Yes,Yes,Yes,44,,42,2025-01-10,,Apollo,Hyderabad,TS
CL00207,P0649,2025-01-01,2024-12-20,Fire,Online,312577,281319,Approved,High,Yes,Yes,No,9,312577,14,2025-01-10,,City Garage,Hyderabad,TS
CL00208,P0377,2025-01-01,2024-12-20,Accident,Online,103516,93164,Rejected,High,Yes,Yes,Yes,9,,18,2025-01-10,,City Garage,Hyderabad,TS
CL00209,P0820,2025-01-01,2024-12-20,Accident,Online,325789,293210,Pending,Low,Yes,Yes,Yes,0,,25,2025-01-10,,Apollo,Hyderabad,TS
CL00210,P0205,2025-01-01,2024-12-20,Fire,Online,195510,175959,Pending,Medium,Yes,Yes,Yes,40,,11,2025-01-10,,Apollo,Hyderabad,TS
CL00211,P0528,2025-01-01,2024-12-20,Accident,Online,141949,127754,Pending,Low,Yes,Yes,Yes,99,,49,2025-01-10,,City Garage,Hyderabad,TS
CL00212,P0865,2025-01-01,2024-12-20,Fire,Online,468239,421415,Approved,Medium,Yes,Yes,No,7,468239,7,2025-01-10,,City Garage,Hyderabad,TS
CL00213,P0819,2025-01-01,2024-12-20,Fire,Online,219046,197141,Pending,High,Yes,Yes,Yes,85,,35,2025-01-10,,City Garage,Hyderabad,TS
CL00214,P0271,2025-01-01,2024-12-20,Theft,Online,419524,377571,Approved,Low,Yes,Yes,No,0,419524,42,2025-01-10,,Apollo,Hyderabad,TS
CL00215,P0488,2025-01-01,2024-12-20,Fire,Online,481292,433162,Approved,Medium,Yes,Yes,No,28,481292,35,2025-01-10,,City Garage,Hyderabad,TS
CL00216,P0617,2025-01-01,2024-12-20,Accident,Online,280205,252184, approved ,Low,Yes,Yes,No,10,,5,2025-01-10,,Apollo,Hyderabad,TS
CL00217,P0588,2025-01-01,2024-12-20,Theft,Online,413465,372118,Approved,Low,Yes,Yes,No,22,413465,45,2025-01-10,,Apollo,Hyderabad,TS
CL00218,P0865,2025-01-01,2024-12-20,Theft,Online,123163,110846,Pending,Low,Yes,Yes,No,2,,20,2025-01-10,,Apollo,Hyderabad,TS
CL00219,P0106,2025-01-01,2024-12-20,Medical,Online,229444,206499,Rejected,High,Yes,Yes,No,16,,39,2025-01-10,,Apollo,Hyderabad,TS
CL00220,P0462,2025-01-01,2024-12-20,Accident,Online,140234,126210, approved ,High,Yes,Yes,Yes,53,,44,2025-01-10,,Apollo,Hyderabad,TS
CL00221,P0932,2025-01-01,2024-12-20,Fire,Online,272208,244987,Pending,Medium,Yes,Yes,Yes,23,,24,2025-01-10,,Apollo,Hyderabad,TS
CL00222,P0632,2025-01-01,2024-12-20,Fire,Online,230606,207545,Pending,High,Yes,Yes,Yes,70,,43,2025-01-10,,City Garage,Hyderabad,TS
CL00223,P0162,2025-01-01,2024-12-20,Fire,Online,314095,282685,Pending,Medium,Yes,Yes,No,49,,6,2025-01-10,,City Garage,Hyderabad,TS
CL00224,P0596,2025-01-01,2024-12-20,Fire,Online,431654,388488,Rejected,Medium,Yes,Yes,Yes,14,,15,2025-01-10,,City Garage,Hyderabad,TS
CL00225,P0815,2025-01-01,2024-12-20,Accident,Online,88467,79620,Pending,High,Yes,Yes,Yes,69,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00226,P0680,2025-01-01,2024-12-20,Accident,Online,253862,228475, approved ,Medium,Yes,Yes,Yes,2,,42,2025-01-10,,City Garage,Hyderabad,TS
CL00227,P0777,2025-01-01,2024-12-20,Medical,Online,164666,148199,Pending,High,Yes,Yes,No,19,,42,2025-01-10,,City Garage,Hyderabad,TS
CL00228,P0689,2025-01-01,2024-12-20,Medical,Online,370132,333118,Pending,Medium,Yes,Yes,Yes,60,,49,2025-01-10,,City Garage,Hyderabad,TS
CL00229,P0189,2025-01-01,2024-12-20,Fire,Online,229893,206903,Pending,Medium,Yes,Yes,Yes,55,,17,2025-01-10,,Apollo,Hyderabad,TS
CL00230,P0096,2025-01-01,2024-12-20,Medical,Online,216529,194876,Rejected,Low,Yes,Yes,No,68,,21,2025-01-10,,Apollo,Hyderabad,TS
CL00231,P0738,2025-01-01,2024-12-20,Medical,Online,71063,63956, approved ,Low,Yes,Yes,Yes,8,,17,2025-01-10,,Apollo,Hyderabad,TS
CL00232,P0785,2025-01-01,2024-12-20,Medical,Online,324400,291960,Approved,Medium,Yes,Yes,No,80,324400,34,2025-01-10,,City Garage,Hyderabad,TS
CL00233,P0462,2025-01-01,2024-12-20,Fire,Online,195057,175551,Approved,High,Yes,Yes,No,57,195057,30,2025-01-10,,Apollo,Hyderabad,TS
CL00234,P0675,2025-01-01,2024-12-20,Medical,Online,35988,32389,Pending,Medium,Yes,Yes,No,14,,22,2025-01-10,,Apollo,Hyderabad,TS
CL00235,P0016,2025-01-01,2024-12-20,Theft,Online,133892,120502,Rejected,Low,Yes,Yes,No,81,,60,2025-01-10,,City Garage,Hyderabad,TS
CL00236,P0097,2025-01-01,2024-12-20,Theft,Online,340757,306681, approved ,Medium,Yes,Yes,Yes,69,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00237,P0048,2025-01-01,2024-12-20,Theft,Online,449049,404144,Pending,Low,Yes,Yes,Yes,98,,28,2025-01-10,,Apollo,Hyderabad,TS
CL00238,P0259,2025-01-01,2024-12-20,Fire,Online,229352,206416,Pending,High,Yes,Yes,Yes,67,,34,2025-01-10,,City Garage,Hyderabad,TS
CL00239,P0255,2025-01-01,2024-12-20,Medical,Online,404041,363636,Rejected,High,Yes,Yes,Yes,67,,56,2025-01-10,,City Garage,Hyderabad,TS
CL00240,P0274,2025-01-01,2024-12-20,Theft,Online,403748,363373, approved ,High,Yes,Yes,Yes,2,,60,2025-01-10,,City Garage,Hyderabad,TS
CL00241,P0353,2025-01-01,2024-12-20,Fire,Online,66963,60266,Pending,Low,Yes,Yes,No,52,,60,2025-01-10,,Apollo,Hyderabad,TS
CL00242,P0068,2025-01-01,2024-12-20,Medical,Online,16211,14589,Approved,High,Yes,Yes,Yes,16,16211,24,2025-01-10,,Apollo,Hyderabad,TS
CL00243,P0678,2025-01-01,2024-12-20,Accident,Online,245464,220917,Pending,Low,Yes,Yes,Yes,39,,57,2025-01-10,,City Garage,Hyderabad,TS
CL00244,P0010,2025-01-01,2024-12-20,Medical,Online,38812,34930,Pending,Medium,Yes,Yes,Yes,61,,18,2025-01-10,,Apollo,Hyderabad,TS
CL00245,P0719,2025-01-01,2024-12-20,Theft,Online,418467,376620,Pending,High,Yes,Yes,Yes,81,,5,2025-01-10,,City Garage,Hyderabad,TS
CL00246,P0153,2025-01-01,2024-12-20,Medical,Online,59910,53919, approved ,Medium,Yes,Yes,No,73,,20,2025-01-10,,Apollo,Hyderabad,TS
CL00247,P0840,2025-01-01,2024-12-20,Medical,Online,389573,350615, approved ,Medium,Yes,Yes,Yes,0,,47,2025-01-10,,City Garage,Hyderabad,TS
CL00248,P0609,2025-01-01,2024-12-20,Fire,Online,81762,73585,Rejected,Medium,Yes,Yes,No,41,,46,2025-01-10,,City Garage,Hyderabad,TS
CL00249,P0577,2025-01-01,2024-12-20,Medical,Online,182135,163921, approved ,High,Yes,Yes,No,24,,57,2025-01-10,,Apollo,Hyderabad,TS
CL00250,P0026,2025-01-01,2024-12-20,Medical,Online,36984,33285,Approved,Medium,Yes,Yes,No,84,36984,28,2025-01-10,,City Garage,Hyderabad,TS
CL00251,P0581,2025-01-01,2024-12-20,Theft,Online,484310,435879,Approved,Medium,Yes,Yes,No,26,484310,21,2025-01-10,,Apollo,Hyderabad,TS
CL00252,P0875,2025-01-01,2024-12-20,Theft,Online,380296,342266, approved ,High,Yes,Yes,Yes,74,,21,2025-01-10,,Apollo,Hyderabad,TS
CL00253,P0070,2025-01-01,2024-12-20,Fire,Online,471433,424289,Pending,Low,Yes,Yes,No,35,,32,2025-01-10,,City Garage,Hyderabad,TS
CL00254,P0496,2025-01-01,2024-12-20,Medical,Online,353572,318214,Approved,High,Yes,Yes,No,73,353572,24,2025-01-10,,Apollo,Hyderabad,TS
CL00255,P0621,2025-01-01,2024-12-20,Accident,Online,386762,348085, approved ,Low,Yes,Yes,Yes,100,,3,2025-01-10,,Apollo,Hyderabad,TS
CL00256,P0287,2025-01-01,2024-12-20,Fire,Online,181669,163502,Approved,Low,Yes,Yes,Yes,19,181669,21,2025-01-10,,City Garage,Hyderabad,TS
CL00257,P0051,2025-01-01,2024-12-20,Theft,Online,191117,172005,Pending,Low,Yes,Yes,Yes,55,,59,2025-01-10,,Apollo,Hyderabad,TS
CL00258,P0989,2025-01-01,2024-12-20,Fire,Online,430810,387729,Rejected,High,Yes,Yes,No,25,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00259,P0439,2025-01-01,2024-12-20,Medical,Online,120371,108333, approved ,High,Yes,Yes,No,19,,54,2025-01-10,,City Garage,Hyderabad,TS
CL00260,P0351,2025-01-01,2024-12-20,Fire,Online,421011,378909,Pending,Medium,Yes,Yes,Yes,13,,8,2025-01-10,,Apollo,Hyderabad,TS
CL00261,P0022,2025-01-01,2024-12-20,Theft,Online,316591,284931,Approved,Low,Yes,Yes,Yes,96,316591,18,2025-01-10,,Apollo,Hyderabad,TS
CL00262,P0672,2025-01-01,2024-12-20,Medical,Online,311870,280683,Rejected,Low,Yes,Yes,No,23,,12,2025-01-10,,City Garage,Hyderabad,TS
CL00263,P0201,2025-01-01,2024-12-20,Accident,Online,348479,313631,Approved,Low,Yes,Yes,Yes,45,348479,10,2025-01-10,,Apollo,Hyderabad,TS
CL00264,P0867,2025-01-01,2024-12-20,Accident,Online,30431,27387, approved ,Low,Yes,Yes,Yes,13,,30,2025-01-10,,City Garage,Hyderabad,TS
CL00265,P0148,2025-01-01,2024-12-20,Theft,Online,133259,119933,Approved,Low,Yes,Yes,No,14,133259,14,2025-01-10,,City Garage,Hyderabad,TS
CL00266,P0065,2025-01-01,2024-12-20,Theft,Online,183083,164774,Approved,Medium,Yes,Yes,No,4,183083,3,2025-01-10,,Apollo,Hyderabad,TS
CL00267,P0053,2025-01-01,2024-12-20,Accident,Online,15154,13638,Approved,High,Yes,Yes,Yes,55,15154,46,2025-01-10,,Apollo,Hyderabad,TS
CL00268,P0856,2025-01-01,2024-12-20,Medical,Online,39563,35606,Rejected,High,Yes,Yes,No,15,,13,2025-01-10,,City Garage,Hyderabad,TS
CL00269,P0239,2025-01-01,2024-12-20,Accident,Online,144974,130476,Rejected,High,Yes,Yes,No,25,,30,2025-01-10,,City Garage,Hyderabad,TS
CL00270,P0689,2025-01-01,2024-12-20,Accident,Online,374893,337403,Rejected,Medium,Yes,Yes,No,66,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00271,P0261,2025-01-01,2024-12-20,Medical,Online,237770,213993,Rejected,High,Yes,Yes,Yes,47,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00272,P0546,2025-01-01,2024-12-20,Fire,Online,9642,8677,Approved,High,Yes,Yes,No,0,9642,29,2025-01-10,,Apollo,Hyderabad,TS
CL00273,P0727,2025-01-01,2024-12-20,Fire,Online,51496,46346,Pending,Medium,Yes,Yes,No,13,,12,2025-01-10,,Apollo,Hyderabad,TS
CL00274,P0236,2025-01-01,2024-12-20,Medical,Online,132348,119113,Pending,Medium,Yes,Yes,No,5,,53,2025-01-10,,Apollo,Hyderabad,TS
CL00275,P0716,2025-01-01,2024-12-20,Medical,Online,234421,210978,Approved,Low,Yes,Yes,No,91,234421,40,2025-01-10,,City Garage,Hyderabad,TS
CL00276,P0828,2025-01-01,2024-12-20,Accident,Online,48998,44098, approved ,Medium,Yes,Yes,Yes,31,,60,2025-01-10,,Apollo,Hyderabad,TS
CL00277,P0651,2025-01-01,2024-12-20,Accident,Online,17055,15349,Pending,High,Yes,Yes,Yes,73,,39,2025-01-10,,Apollo,Hyderabad,TS
CL00278,P0882,2025-01-01,2024-12-20,Medical,Online,333659,300293,Pending,Low,Yes,Yes,Yes,63,,50,2025-01-10,,Apollo,Hyderabad,TS
CL00279,P0252,2025-01-01,2024-12-20,Fire,Online,438392,394552,Approved,Low,Yes,Yes,Yes,31,438392,9,2025-01-10,,City Garage,Hyderabad,TS
CL00280,P0109,2025-01-01,2024-12-20,Accident,Online,272571,245313,Approved,Low,Yes,Yes,Yes,26,272571,5,2025-01-10,,Apollo,Hyderabad,TS
CL00281,P0734,2025-01-01,2024-12-20,Medical,Online,93357,84021,Pending,High,Yes,Yes,No,63,,16,2025-01-10,,City Garage,Hyderabad,TS
CL00282,P0904,2025-01-01,2024-12-20,Accident,Online,482554,434298,Rejected,Medium,Yes,Yes,Yes,10,,7,2025-01-10,,Apollo,Hyderabad,TS
CL00283,P0798,2025-01-01,2024-12-20,Accident,Online,49096,44186,Rejected,Medium,Yes,Yes,Yes,63,,42,2025-01-10,,City Garage,Hyderabad,TS
CL00284,P0674,2025-01-01,2024-12-20,Accident,Online,189948,170953,Approved,High,Yes,Yes,No,67,189948,15,2025-01-10,,City Garage,Hyderabad,TS
CL00285,P0400,2025-01-01,2024-12-20,Accident,Online,429108,386197,Pending,Medium,Yes,Yes,Yes,33,,1,2025-01-10,,Apollo,Hyderabad,TS
CL00286,P0274,2025-01-01,2024-12-20,Theft,Online,463502,417151,Pending,Medium,Yes,Yes,Yes,63,,45,2025-01-10,,City Garage,Hyderabad,TS
CL00287,P0616,2025-01-01,2024-12-20,Fire,Online,81390,73251, approved ,High,Yes,Yes,No,92,,43,2025-01-10,,City Garage,Hyderabad,TS
CL00288,P0797,2025-01-01,2024-12-20,Fire,Online,43083,38774,Pending,Low,Yes,Yes,No,89,,14,2025-01-10,,Apollo,Hyderabad,TS
CL00289,P0358,2025-01-01,2024-12-20,Theft,Online,218333,196499,Approved,Low,Yes,Yes,Yes,72,218333,51,2025-01-10,,City Garage,Hyderabad,TS
CL00290,P0668,2025-01-01,2024-12-20,Accident,Online,335189,301670,Approved,Low,Yes,Yes,No,13,335189,50,2025-01-10,,City Garage,Hyderabad,TS
CL00291,P0820,2025-01-01,2024-12-20,Fire,Online,429728,386755,Rejected,High,Yes,Yes,No,37,,43,2025-01-10,,City Garage,Hyderabad,TS
CL00292,P0447,2025-01-01,2024-12-20,Theft,Online,141413,127271, approved ,Medium,Yes,Yes,Yes,61,,16,2025-01-10,,City Garage,Hyderabad,TS
CL00293,P0596,2025-01-01,2024-12-20,Theft,Online,49695,44725,Pending,High,Yes,Yes,No,9,,32,2025-01-10,,City Garage,Hyderabad,TS
CL00294,P0733,2025-01-01,2024-12-20,Theft,Online,425448,382903,Approved,Low,Yes,Yes,No,65,425448,23,2025-01-10,,Apollo,Hyderabad,TS
CL00295,P0361,2025-01-01,2024-12-20,Medical,Online,143173,128855,Rejected,High,Yes,Yes,Yes,33,,18,2025-01-10,,City Garage,Hyderabad,TS
CL00296,P0142,2025-01-01,2024-12-20,Fire,Online,423351,381015,Rejected,High,Yes,Yes,No,95,,52,2025-01-10,,Apollo,Hyderabad,TS
CL00297,P0498,2025-01-01,2024-12-20,Accident,Online,399156,359240,Pending,High,Yes,Yes,No,78,,29,2025-01-10,,City Garage,Hyderabad,TS
CL00298,P0941,2025-01-01,2024-12-20,Fire,Online,178933,161039,Approved,Medium,Yes,Yes,Yes,8,178933,13,2025-01-10,,Apollo,Hyderabad,TS
CL00299,P0731,2025-01-01,2024-12-20,Theft,Online,289239,260315,Rejected,Medium,Yes,Yes,Yes,21,,18,2025-01-10,,Apollo,Hyderabad,TS
CL00300,P0948,2025-01-01,2024-12-20,Theft,Online,9339,8405,Approved,Medium,Yes,Yes,Yes,79,9339,39,2025-01-10,,City Garage,Hyderabad,TS
CL00301,P0201,2025-01-01,2024-12-20,Theft,Online,191819,172637,Pending,Medium,Yes,Yes,Yes,76,,51,2025-01-10,,City Garage,Hyderabad,TS
CL00302,P0886,2025-01-01,2024-12-20,Medical,Online,126285,113656, approved ,Low,Yes,Yes,No,27,,41,2025-01-10,,City Garage,Hyderabad,TS
CL00303,P0601,2025-01-01,2024-12-20,Accident,Online,251197,226077, approved ,Low,Yes,Yes,No,34,,33,2025-01-10,,City Garage,Hyderabad,TS
CL00304,P0852,2025-01-01,2024-12-20,Medical,Online,275166,247649, approved ,Medium,Yes,Yes,No,50,,13,2025-01-10,,City Garage,Hyderabad,TS
CL00305,P0948,2025-01-01,2024-12-20,Theft,Online,250788,225709,Approved,Low,Yes,Yes,No,12,250788,37,2025-01-10,,City Garage,Hyderabad,TS
CL00306,P0259,2025-01-01,2024-12-20,Accident,Online,161144,145029, approved ,Low,Yes,Yes,No,34,,7,2025-01-10,,City Garage,Hyderabad,TS
CL00307,P0500,2025-01-01,2024-12-20,Theft,Online,366654,329988,Approved,High,Yes,Yes,No,83,366654,49,2025-01-10,,Apollo,Hyderabad,TS
CL00308,P0266,2025-01-01,2024-12-20,Medical,Online,185205,166684, approved ,Medium,Yes,Yes,Yes,37,,18,2025-01-10,,City Garage,Hyderabad,TS
CL00309,P0815,2025-01-01,2024-12-20,Accident,Online,17549,15794,Approved,Medium,Yes,Yes,Yes,77,17549,12,2025-01-10,,City Garage,Hyderabad,TS
CL00310,P0216,2025-01-01,2024-12-20,Accident,Online,41812,37630,Pending,Low,Yes,Yes,Yes,11,,17,2025-01-10,,Apollo,Hyderabad,TS
CL00311,P0747,2025-01-01,2024-12-20,Accident,Online,368925,332032,Approved,High,Yes,Yes,Yes,76,368925,54,2025-01-10,,Apollo,Hyderabad,TS
CL00312,P0244,2025-01-01,2024-12-20,Theft,Online,109170,98253,Rejected,Low,Yes,Yes,Yes,39,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00313,P0344,2025-01-01,2024-12-20,Theft,Online,280194,252174,Rejected,Low,Yes,Yes,No,37,,6,2025-01-10,,Apollo,Hyderabad,TS
CL00314,P0274,2025-01-01,2024-12-20,Accident,Online,351692,316522,Approved,Medium,Yes,Yes,Yes,82,351692,31,2025-01-10,,Apollo,Hyderabad,TS
CL00315,P0424,2025-01-01,2024-12-20,Fire,Online,60127,54114,Pending,Medium,Yes,Yes,Yes,62,,14,2025-01-10,,Apollo,Hyderabad,TS
CL00316,P0928,2025-01-01,2024-12-20,Fire,Online,158310,142479,Rejected,Low,Yes,Yes,No,21,,47,2025-01-10,,Apollo,Hyderabad,TS
CL00317,P0935,2025-01-01,2024-12-20,Medical,Online,278057,250251,Approved,Low,Yes,Yes,No,68,278057,43,2025-01-10,,Apollo,Hyderabad,TS
CL00318,P0627,2025-01-01,2024-12-20,Theft,Online,473947,426552,Approved,High,Yes,Yes,No,23,473947,38,2025-01-10,,Apollo,Hyderabad,TS
CL00319,P0605,2025-01-01,2024-12-20,Accident,Online,189974,170976,Rejected,Low,Yes,Yes,Yes,2,,29,2025-01-10,,City Garage,Hyderabad,TS
CL00320,P0761,2025-01-01,2024-12-20,Theft,Online,23307,20976,Approved,Low,Yes,Yes,No,17,23307,11,2025-01-10,,City Garage,Hyderabad,TS
CL00321,P0406,2025-01-01,2024-12-20,Fire,Online,350818,315736,Pending,High,Yes,Yes,Yes,21,,11,2025-01-10,,City Garage,Hyderabad,TS
CL00322,P0534,2025-01-01,2024-12-20,Fire,Online,107513,96761,Approved,High,Yes,Yes,No,54,107513,56,2025-01-10,,Apollo,Hyderabad,TS
CL00323,P0135,2025-01-01,2024-12-20,Medical,Online,204017,183615,Rejected,Medium,Yes,Yes,No,91,,59,2025-01-10,,Apollo,Hyderabad,TS
CL00324,P0484,2025-01-01,2024-12-20,Medical,Online,470352,423316,Pending,Medium,Yes,Yes,Yes,0,,10,2025-01-10,,Apollo,Hyderabad,TS
CL00325,P0407,2025-01-01,2024-12-20,Fire,Online,213086,191777,Pending,High,Yes,Yes,No,41,,34,2025-01-10,,Apollo,Hyderabad,TS
CL00326,P0159,2025-01-01,2024-12-20,Fire,Online,393621,354258,Pending,High,Yes,Yes,Yes,48,,6,2025-01-10,,City Garage,Hyderabad,TS
CL00327,P0918,2025-01-01,2024-12-20,Accident,Online,351409,316268,Pending,High,Yes,Yes,No,62,,22,2025-01-10,,Apollo,Hyderabad,TS
CL00328,P0194,2025-01-01,2024-12-20,Theft,Online,64388,57949, approved ,Medium,Yes,Yes,Yes,36,,53,2025-01-10,,City Garage,Hyderabad,TS
CL00329,P0583,2025-01-01,2024-12-20,Accident,Online,389144,350229, approved ,High,Yes,Yes,No,2,,5,2025-01-10,,Apollo,Hyderabad,TS
CL00330,P0358,2025-01-01,2024-12-20,Fire,Online,476189,428570,Rejected,Medium,Yes,Yes,No,14,,58,2025-01-10,,Apollo,Hyderabad,TS
CL00331,P0378,2025-01-01,2024-12-20,Accident,Online,231400,208260, approved ,High,Yes,Yes,Yes,0,,34,2025-01-10,,Apollo,Hyderabad,TS
